# scer_aggregation_psup.txt 
# Generated:  Thu Sep 10 11:17:15 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
#   30C.repi:  sample grown at 30C, biological replicate i
#   xC.ymin: sample shocked for x min at y C
# 
orf	gene	n.detections_30C.rep1	n.peptides_30C.rep1	intensity.t_30C.rep1	intensity.s_30C.rep1	intensity.p_30C.rep1	psup_30C.rep1	psup.lo_30C.rep1	psup.hi_30C.rep1	n.detections_30C.rep2	n.peptides_30C.rep2	intensity.t_30C.rep2	intensity.s_30C.rep2	intensity.p_30C.rep2	psup_30C.rep2	psup.lo_30C.rep2	psup.hi_30C.rep2	n.detections_30C.rep3	n.peptides_30C.rep3	intensity.t_30C.rep3	intensity.s_30C.rep3	intensity.p_30C.rep3	psup_30C.rep3	psup.lo_30C.rep3	psup.hi_30C.rep3	n.detections_37C.8min	n.peptides_37C.8min	intensity.t_37C.8min	intensity.s_37C.8min	intensity.p_37C.8min	psup_37C.8min	psup.lo_37C.8min	psup.hi_37C.8min	n.detections_42C.8min	n.peptides_42C.8min	intensity.t_42C.8min	intensity.s_42C.8min	intensity.p_42C.8min	psup_42C.8min	psup.lo_42C.8min	psup.hi_42C.8min	n.detections_46C.2min	n.peptides_46C.2min	intensity.t_46C.2min	intensity.s_46C.2min	intensity.p_46C.2min	psup_46C.2min	psup.lo_46C.2min	psup.hi_46C.2min	n.detections_46C.4min	n.peptides_46C.4min	intensity.t_46C.4min	intensity.s_46C.4min	intensity.p_46C.4min	psup_46C.4min	psup.lo_46C.4min	psup.hi_46C.4min	n.detections_46C.8min	n.peptides_46C.8min	intensity.t_46C.8min	intensity.s_46C.8min	intensity.p_46C.8min	psup_46C.8min	psup.lo_46C.8min	psup.hi_46C.8min
YLR197W	NOP56	50	22	789287490	615438030	619416598	0.3951	0.3420	0.4514	26	16	1683764680	501906110	948909080	0.2902	0.2229	0.3689	33	17	288908175.0	67232842.5	13588425.7	0.4333	0.3103	0.5725	43	20	1292172440	341218401	233481559	0.3350	0.2510	0.4301	23	16	277980475	59033953	41528872.6	0.2894	0.1892	0.4248	29	17	1317587100	517943390	281295010	0.2866	0.2073	0.3803	59	20	2396336040	790494315	2737814130.0	0.1927	0.1620	0.2280	34	14	96107710	42733538.0	276453830	0.1184	0.0953	0.1441
YLR199C	PBA1	1	2	2831700	4892500	206470	0.8804	0.4951	0.9807	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.9045	0.2360	1.0000	3	3	13919600	7530700	5139250	0.7016	0.3215	0.9315	1	1	4373600	896300	87241.0	0.8404	0.2148	0.9922	1	1	2296300	7161300	252740	0.9147	0.5589	0.9898	1	1	18069000	12981000	3443000.0	0.7615	0.3621	0.9476	1	1	2030800	5450500.0	993400	0.8031	0.5021	0.9423
YLR200W	YKE2	2	3	1966300	5968100	303712	0.9210	0.7877	0.9748	6	3	61940500	41814662	10083612	0.9575	0.9148	0.9793	2	2	741460.0	737550.0	153070.0	0.8811	0.4712	0.9880	2	2	784590	498000	47276	0.9363	0.6162	0.9933	4	2	13586100	14376900	265206.0	0.9866	0.9435	0.9969	5	3	109924200	135073000	11406020	0.9210	0.8006	0.9712	9	6	179516670	179129140	7067168.8	0.9681	0.9462	0.9805	5	4	4211056	10405050.0	5203623	0.9318	0.8806	0.9625
YLR203C	MSS51	6	5	27224400	40315900	8702580	0.7532	0.6063	0.8632	1	1	16715000	13426000	3621400	0.7866	0.4046	0.9527	4	3	2972596.0	1816142.7	6125806.0	0.2972	0.1076	0.6244	3	3	5327450	1686800	771510	0.6048	0.2648	0.8891	1	1	3216900	1135300	558940.0	0.5087	0.1012	0.9305	1	1	4766300	3431300	1306300	0.5802	0.1465	0.9357	3	3	9260180	6094853	10759062.0	0.3467	0.1698	0.5786	NA	NA	NA	NA	NA	NA	NA	NA
YLR206W	ENT2	4	3	19252780	24958020	4137691	0.7884	0.6024	0.9013	3	3	22252750	12645170	12688791	0.7203	0.4892	0.8751	1	1	1039100.0	714910.0	277190.0	0.6929	0.1344	0.9809	NA	NA	NA	NA	NA	NA	NA	NA	1	1	142370	108140	48956.0	0.6134	0.1531	0.9456	2	2	4332360	3555250	827221	0.7146	0.3202	0.9380	1	1	20828000	12696000	3207900.0	0.7509	0.3668	0.9468	3	3	2185947	4285099.0	855213	0.8167	0.6671	0.9077
YLR207W	HRD3	1	1	8766600	890100	3194200	0.1191	0.0271	0.4281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	0.0403	0.0000	0.4249	NA	NA	NA	NA	NA	NA	NA	NA
YLR208W	SEC13	20	11	254666682	294358530	101661190	0.6718	0.5839	0.7483	6	4	245431500	151304600	40707960	0.8625	0.7407	0.9302	9	5	8855200.0	4224108.0	1361546.0	0.6564	0.4069	0.8607	7	4	123935500	58159900	23185490	0.7459	0.4907	0.9047	8	5	101988500	52290740	13589050.0	0.6645	0.4209	0.8509	5	3	226594200	117525100	31135430	0.6081	0.3332	0.8363	23	12	580030490	435841483	237771071.0	0.6491	0.5649	0.7260	5	4	23886930	35456590.0	21666100	0.5674	0.4055	0.7210
YLR209C	PNP1	10	10	62472880	106660900	7477644	0.8940	0.8283	0.9371	0	2	NA	NA	NA	0.7785	0.2816	0.9997	4	2	5796380.0	4806100.0	627750.0	0.8615	0.5551	0.9709	4	4	24674600	12918860	16030496	0.6869	0.3507	0.9121	1	1	5921500	5625600	45863.0	0.9925	0.8763	0.9996	NA	NA	NA	NA	NA	NA	NA	NA	10	8	76707590	63944250	12745720.0	0.8352	0.7537	0.8959	1	2	1010000	3739900.0	239860	0.9101	0.7132	0.9744
YLR210W	CLB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	405530	342350.0	849150	0.2903	0.0973	0.6212
YLR212C	TUB4	0	1	NA	NA	NA	0.5204	0.0710	0.9981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4296700	1205100	493250.0	0.6541	0.2437	0.9155	1	1	1480400	3376500.0	1739000	0.6254	0.3028	0.8598
YLR214W	FRE1	1	1	481310	1168300	370130	0.6478	0.2852	0.9053	NA	NA	NA	NA	NA	NA	NA	NA	1	1	594660.0	26243.0	116730.0	0.0389	0.0038	0.3493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.0883	0.0001	0.7120	NA	NA	NA	NA	NA	NA	NA	NA
YLR215C	CDC123	1	1	1179100	2152400	269350	0.7954	0.4366	0.9528	2	1	968900	699960	200178	0.7948	0.5300	0.9280	0	1	NA	NA	NA	0.9416	0.3136	1.0000	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2128359	478627	399219.0	0.3033	0.0809	0.7347	1	1	1365600	60366000	21946000	0.7108	0.3762	0.9297	2	1	6874100	3007900	4641300.0	0.3332	0.1480	0.6086	1	1	45668	23322.0	127460	0.1727	0.0525	0.4510
YLR216C	CPR6	30	13	543662760	885682500	63193290	0.9055	0.8725	0.9295	9	5	449766000	319506000	51724000	0.9170	0.8590	0.9520	8	4	45453520.0	31869510.0	1995582.0	0.9434	0.8273	0.9845	14	8	309209400	111385450	28148899	0.9043	0.7919	0.9601	10	8	106543610	40843360	2523143.0	0.9056	0.7830	0.9633	12	7	559924050	404505400	13424037	0.9655	0.9302	0.9838	27	11	721555980	568985470	85449960.0	0.8454	0.7981	0.8834	12	6	36806350	135616500.0	36236768	0.8359	0.7749	0.8842
YLR219W	MSC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.5772	0.0627	0.9995	2	2	4290600	3688320	2116380.0	0.6775	0.4146	0.8685	NA	NA	NA	NA	NA	NA	NA	NA
YLR220W	CCC1	4	4	34033420	4695853	16173430	0.0982	0.0492	0.1811	1	1	460770	101220	1160500	0.0831	0.0192	0.3025	1	1	353650.0	50436.0	58776.0	0.2194	0.0216	0.8636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	13199000	1267200	9771100	0.0581	0.0090	0.3332	7	7	76118700	11437991	76912290.0	0.0625	0.0373	0.1059	0	2	NA	NA	NA	0.0854	0.0001	0.5200
YLR221C	RSA3	1	1	2964400	4281600	2282000	0.5392	0.2075	0.8550	1	1	5771100	2879200	700770	0.8083	0.4294	0.9602	1	1	62006.0	14666.0	10028.0	0.3952	0.0408	0.9490	2	2	3467800	4328720	2523760	0.7040	0.2861	0.9448	1	1	128780	36359	22208.0	0.4474	0.0714	0.9286	NA	NA	NA	NA	NA	NA	NA	NA	1	1	7553500	3653300	6789600.0	0.3197	0.0920	0.6921	3	3	682516	491190.0	2185000	0.2671	0.1392	0.4515
YLR222C	UTP13	4	3	20463570	10399500	11317320	0.3684	0.2136	0.5753	NA	NA	NA	NA	NA	NA	NA	NA	1	1	13715000.0	2473700.0	212320.0	0.7799	0.1339	0.9942	NA	NA	NA	NA	NA	NA	NA	NA	2	2	10141600	1934930	4714170.0	0.1792	0.0420	0.5478	5	3	8993670	4976000	5559830	0.4354	0.2152	0.6948	8	7	94524453	31085082	73566650.0	0.2442	0.1586	0.3650	1	1	16920	10768.0	50364	0.1985	0.0589	0.4995
YLR223C	IFH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1517800	9569700	2540800.0	0.7904	0.3466	0.9728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR225C	YLR225C	5	4	16069400	21395800	19496150	0.5497	0.3703	0.7200	NA	NA	NA	NA	NA	NA	NA	NA	1	1	917800.0	389070.0	380730.0	0.4538	0.0660	0.9398	1	1	556750	421530	109450	0.8429	0.3071	0.9888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	22127000	20553920	7624650.0	0.7252	0.5460	0.8512	1	1	293200	1031600.0	312720	0.7105	0.3953	0.9094
YLR226W	BUR2	1	1	802100	1264100	190120	0.7680	0.3808	0.9465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	7091700	6047400	1506000.0	0.7703	0.4045	0.9460	1	1	4083000	2602600.0	1070100	0.6947	0.3216	0.9135
YLR229C	CDC42	6	4	37586780	32696920	86186980	0.1809	0.1131	0.2794	4	2	286655000	44655600	173331000	0.1390	0.0641	0.2780	2	2	21890680.0	3993273.0	2051090.0	0.3195	0.0654	0.8284	2	2	23693000	2942500	4382600	0.2058	0.0429	0.6437	3	2	6707560	424450	982559.0	0.1633	0.0455	0.4821	NA	NA	NA	NA	NA	NA	NA	NA	7	4	288786170	42832842	150509380.0	0.1783	0.1081	0.2838	4	3	5268690	3827910.0	12390320	0.2661	0.1487	0.4336
YLR231C	BNA5	8	7	43804532	111562300	6293981	0.8997	0.8327	0.9416	1	1	34229000	9813600	5658100	0.5971	0.1963	0.9123	5	3	5065170.0	3720530.0	2240507.0	0.6670	0.3595	0.8968	2	2	18900900	4561500	1689338	0.8650	0.3582	0.9885	4	3	21347500	24782250	5469900.0	0.7814	0.4924	0.9329	3	2	287294000	143169000	13565600	0.8311	0.5480	0.9547	7	5	80369000	80510800	12203100.0	0.8526	0.7511	0.9159	NA	NA	NA	NA	NA	NA	NA	NA
YLR239C	LIP2	2	1	407150	420600	146653	0.6156	0.3392	0.8429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2738300	947500	97983	0.8049	0.2390	0.9830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR240W	VPS34	3	1	23109600	25119200	5839700	0.6984	0.4598	0.8649	0	1	NA	NA	NA	0.1080	0.0001	0.7603	1	1	1404400.0	103900.0	406690.0	0.0679	0.0067	0.5227	1	1	12929000	3378100	815460	0.7550	0.1659	0.9869	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2819100	1007600	1798400	0.2564	0.0433	0.7601	1	1	13482000	5789700	12947000.0	0.2773	0.0824	0.6444	NA	NA	NA	NA	NA	NA	NA	NA
YLR243W	GPN3	2	2	9802600	16795300	1669900	0.8613	0.6796	0.9506	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2513300.0	1299500.0	12912.0	0.9902	0.7432	0.9998	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3132900	1523200	18498.0	0.9894	0.8493	0.9993	NA	NA	NA	NA	NA	NA	NA	NA	1	2	3251800	3357800	1206200.0	0.6706	0.3051	0.9177	NA	NA	NA	NA	NA	NA	NA	NA
YLR244C	MAP1	13	8	87672990	127417190	23381407	0.8207	0.7369	0.8821	8	7	306665100	215618300	94779070	0.7068	0.5682	0.8186	8	6	19843670.0	12486670.0	1510498.0	0.8193	0.5945	0.9440	7	5	86621600	62285000	14381170	0.8260	0.5994	0.9447	10	6	90110360	16422410	86424390.0	0.2402	0.1286	0.3966	10	9	355339400	131375000	51601090	0.4990	0.3187	0.6908	14	8	321058900	148085460	237713381.0	0.4209	0.3158	0.5425	8	7	20657407	9391090.0	50363800	0.1722	0.1176	0.2445
YLR245C	CDD1	1	1	3213800	4958800	9197900	0.3470	0.1150	0.7012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR248W	RCK2	11	6	43546130	95120100	11325470	0.8586	0.7838	0.9115	NA	NA	NA	NA	NA	NA	NA	NA	3	3	802204.0	1188680.0	30390.0	0.9886	0.9197	0.9985	1	1	12119000	4218000	651870	0.8592	0.2661	0.9931	2	1	6914200	5431800	2994800.0	0.5712	0.2006	0.8912	0	3	NA	NA	NA	0.8000	0.3176	0.9998	9	8	76661000	56050890	32808680.0	0.6201	0.4832	0.7456	3	3	1677378	3738437.0	2502157	0.4422	0.2671	0.6421
YLR249W	YEF3	318	55	8173483341	16086144785	2061038906	0.8327	0.8166	0.8479	161	49	11507895987	18059142041	4506530106	0.8228	0.7995	0.8442	104	30	418376767.0	880344319.0	182671481.8	0.9570	0.9412	0.9691	143	42	3828717020	4063061726	536926379	0.9432	0.9265	0.9566	172	50	3027889157	3931246842	582909778.9	0.8402	0.8089	0.8672	251	57	33169134335	26386012181	3199984471	0.8139	0.7838	0.8401	324	50	20494966273	18469760077	8105086790.0	0.6882	0.6675	0.7094	147	43	1061688801	1568669704.0	1827154365	0.4578	0.4264	0.4878
YLR250W	SSP120	3	2	5681110	1997227	11701400	0.0612	0.0278	0.1331	2	2	25368800	4347980	8091630	0.3102	0.1166	0.6320	2	2	1375520.0	250304.0	1555660.0	0.1432	0.0287	0.5242	4	3	9506200	2395120	4934130	0.1568	0.0556	0.3836	3	2	45956500	4125880	19459200.0	0.0753	0.0210	0.2400	2	2	60833000	15547600	37704000	0.1587	0.0474	0.4410	4	2	28921900	10192400	35557900.0	0.2013	0.1095	0.3515	5	4	1680444	1579528.0	4168041	0.2540	0.1524	0.3886
YLR253W	MCP2	1	1	2757300	677390	4500700	0.1199	0.0319	0.3759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	102890	1455100	135790	0.9579	0.6945	0.9968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	12096000	52075000	1062700.0	0.9762	0.8758	0.9955	1	1	434500	450060.0	1485600	0.2643	0.0882	0.5780
YLR256W	HAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1198800	549710	334420	0.4383	0.1001	0.8775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR257W	YLR257W	8	12	16508300	31462670	11912899	0.8830	0.8084	0.9317	5	4	33341400	30522800	10032195	0.9271	0.8528	0.9658	2	2	116566.0	148334.0	31302.2	0.8518	0.4285	0.9826	6	5	34580180	18516500	4542455	0.9225	0.7633	0.9793	14	8	62219260	44370680	7294182.0	0.9601	0.9178	0.9810	9	6	138487400	154637500	6026602	0.9733	0.9408	0.9882	6	5	58329400	64292700	4913080.0	0.9403	0.8826	0.9692	6	6	2438200	9552780.0	879039	0.9379	0.9002	0.9625
YLR258W	GSY2	15	11	168401200	170727500	74868840	0.5663	0.4576	0.6783	1	1	883810	935650	441420	0.6760	0.3035	0.9135	3	3	1217060.0	793050.0	615088.0	0.5568	0.2088	0.8762	1	1	428220	175120	52721	0.7738	0.1999	0.9840	5	5	16841740	5015090	4898876.0	0.3780	0.1664	0.6788	3	4	20876200	11236200	4725370	0.4791	0.2217	0.7830	19	11	282021600	175438280	119801600.0	0.5614	0.4604	0.6571	3	3	42693000	90103800.0	39636900	0.4261	0.2447	0.6325
YLR259C	HSP60	90	24	2989112100	5458684510	909700438	0.8034	0.7726	0.8313	47	22	4877459566	3753107320	346410241	0.9324	0.9118	0.9476	51	24	554313268.0	341124697.0	14723977.6	0.9521	0.9190	0.9715	82	22	3568225330	1789631478	189055533	0.8908	0.8439	0.9273	58	22	1624891752	973590675	135036742.2	0.8139	0.7397	0.8694	59	24	3988389050	3748993240	629698270	0.8196	0.7639	0.8643	77	26	4319635616	3974346559	1041839135.8	0.8023	0.7681	0.8326	71	24	376670861	978996796.0	245580817	0.7912	0.7611	0.8186
YLR262C	YPT6	5	5	47567870	15233620	61851000	0.1853	0.1041	0.3113	1	1	993660	444440	742170	0.3555	0.1055	0.7429	1	1	6381700.0	497770.0	726270.0	0.1203	0.0113	0.7082	3	3	21157470	4432207	6113500	0.1610	0.0440	0.4534	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4878700	1380200	1628400	0.2761	0.0463	0.7890	7	5	83350600	20767910	79002010.0	0.1839	0.1124	0.2868	1	1	3930100	2253400.0	7473200	0.2335	0.0746	0.5761
YLR262C-A	TMA7	2	2	6898300	14049400	2411700	0.7782	0.5352	0.9186	1	1	18938000	15016000	1649300	0.9123	0.6447	0.9840	1	1	4167700.0	4331100.0	243030.0	0.9318	0.4432	0.9974	2	1	5174800	2898300	405920	0.9067	0.5431	0.9902	1	1	14589000	12865000	1684300.0	0.8381	0.3169	0.9856	3	2	242080000	189566000	26000600	0.7984	0.4629	0.9465	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2103565	7199600.0	1314537	0.8247	0.6401	0.9254
YLR268W	SEC22	2	2	16076600	3502290	24019200	0.0772	0.0296	0.1897	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1121400.0	178690.0	157950.0	0.2808	0.0265	0.8781	1	1	3874000	440130	1321200	0.1537	0.0171	0.7366	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2164400	362720	4315500	0.0728	0.0114	0.3649	2	2	40107300	7081100	34759000.0	0.1642	0.0681	0.3618	NA	NA	NA	NA	NA	NA	NA	NA
YLR270W	DCS1	11	9	61612540	128458500	13940463	0.8680	0.7967	0.9175	2	3	60019800	23403000	1520930	0.9564	0.8570	0.9875	3	4	2005860.0	1638893.0	157631.0	0.6162	0.2720	0.9105	7	6	53369630	25247058	8630564	0.7003	0.4453	0.8861	3	3	26443340	26032790	244528.0	0.9725	0.8510	0.9948	6	5	127472100	110826800	13299650	0.8902	0.7375	0.9573	15	8	259140000	204365500	37774080.0	0.8481	0.7804	0.8953	5	4	2532080	6449860.0	1971953	0.8156	0.7013	0.8908
YLR274W	MCM5	9	7	76275600	87234100	14757731	0.8206	0.7122	0.8962	1	1	3584400	6146500	662830	0.9037	0.6353	0.9813	NA	NA	NA	NA	NA	NA	NA	NA	1	1	990960	97295	28246	0.5043	0.0667	0.9729	1	1	13158000	1413100	1660100.0	0.2032	0.0238	0.7696	1	1	2153000	267850	632850	0.1222	0.0192	0.5875	6	6	46338900	25623800	37383500.0	0.4122	0.2613	0.5810	1	1	469440	1593000.0	1769200	0.4758	0.2009	0.7628
YLR275W	SMD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1083500	599940	100750	0.8756	0.3222	0.9935	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3711000	3499400	1378200	0.5858	0.1632	0.9345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YLR276C	DBP9	15	10	142103380	172403400	48484180	0.7018	0.5967	0.7928	NA	NA	NA	NA	NA	NA	NA	NA	5	3	2382710.0	3354090.0	325870.0	0.9166	0.7157	0.9834	5	4	35702700	16119300	3429925	0.8943	0.6655	0.9736	1	2	1104100	455870	27256.0	0.9138	0.4049	0.9952	2	2	30841700	15249500	1252130	0.7992	0.4277	0.9545	15	10	245071780	163815400	86373570.0	0.6748	0.5807	0.7586	1	1	1947100	2145800.0	3182600	0.3941	0.1432	0.7159
YLR277C	YSH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2155800.0	73871.0	42212.0	0.0921	0.0081	0.6859	1	1	68485000	1959200	2248600	0.0643	0.0069	0.5421	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2113100	1814800	693920	0.5809	0.1590	0.9302	3	3	16307855	8140128	5205172.0	0.5072	0.2929	0.7260	1	1	528250	781960.0	1174000	0.4047	0.1613	0.7170
YLR278C	YLR278C	1	1	3049900	5753400	410450	0.8644	0.5531	0.9710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2157800	4222400	1600900.0	0.7063	0.2164	0.9673	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3488000	668750	343940.0	0.5808	0.1947	0.8905	NA	NA	NA	NA	NA	NA	NA	NA
YLR285W	NNT1	1	2	15753000	32724000	1189300	0.9241	0.7043	0.9845	1	1	10064000	10764000	128030	0.9923	0.9558	0.9988	1	1	75553.0	20230.0	6920.5	0.7307	0.2217	0.9806	4	2	19147800	10751970	2719740	0.8564	0.5745	0.9662	1	1	1827900	793980	452510.0	0.5128	0.0955	0.9339	0	1	NA	NA	NA	0.7669	0.1333	0.9998	1	1	13665000	9866600	28582000.0	0.2696	0.0785	0.6165	2	1	1229745	462561.0	3192250	0.1371	0.0576	0.2935
YLR286C	CTS1	2	2	5057390	4609300	7097700	0.3270	0.1451	0.5895	3	2	17482510	4926419	12156662	0.2384	0.1088	0.4447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	386860	43229	91109.0	0.1434	0.0181	0.6430	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5372600	2452100	8643400.0	0.2152	0.0606	0.5673	0	1	NA	NA	NA	0.1100	0.0263	0.3516
YLR287C	YLR287C	1	3	213300000	134550000	2241300	0.9698	0.8470	0.9949	NA	NA	NA	NA	NA	NA	NA	NA	1	1	3360600.0	2427600.0	94306.0	0.9492	0.4371	0.9984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	344518000	125930500	7809300.0	0.8538	0.6328	0.9520	1	1	1224700	1427300.0	1341400	0.4938	0.1862	0.8081
YLR290C	COQ11	7	6	32714600	26226800	28105100	0.3624	0.2343	0.5191	1	1	8155500	1071600	3040100	0.1883	0.0446	0.5711	1	1	2218200.0	234190.0	93199.0	0.3008	0.0284	0.9281	1	1	3551400	544890	504160	0.3665	0.0458	0.9112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	28014500	13322200	24195000.0	0.3134	0.1976	0.4700	1	1	740350	573990.0	1755000	0.2614	0.0852	0.5781
YLR291C	GCD7	6	6	57358660	80265290	20257640	0.6742	0.5019	0.8152	1	3	37597000	20483000	24905000	0.2790	0.0994	0.6595	1	1	2280800.0	1109700.0	144700.0	0.8088	0.2169	0.9915	4	3	27683800	13795700	4786360	0.7345	0.4130	0.9267	1	1	2564700	752910	31628.0	0.9464	0.4852	0.9969	NA	NA	NA	NA	NA	NA	NA	NA	5	5	71861100	50275600	26549210.0	0.6987	0.5379	0.8228	2	2	6514600	9237400.0	17708500	0.3531	0.1789	0.5829
YLR292C	SEC72	7	4	64051370	34145905	52215550	0.0728	0.0425	0.1192	1	1	3216100	526290	2443800	0.1404	0.0328	0.4569	2	2	4127330.0	355044.0	509238.0	0.1537	0.0294	0.5753	2	2	27841000	673935	8320300	0.0026	0.0005	0.0129	1	1	3180300	180540	868160.0	0.0549	0.0063	0.3756	NA	NA	NA	NA	NA	NA	NA	NA	6	5	139937600	24169600	146766400.0	0.0590	0.0334	0.1038	1	1	599980	157150.0	1948200	0.0892	0.0254	0.2769
YLR293C	GSP1	33	9	1077350040	1804310980	104715164	0.9133	0.8858	0.9342	22	10	2836526700	3048573900	544985720	0.9109	0.8758	0.9372	16	6	43091890.0	40187352.0	5448949.0	0.8868	0.7856	0.9491	25	7	1272781400	799546920	74374854	0.8092	0.6789	0.8935	17	8	734774870	420183210	28010876.1	0.9439	0.8865	0.9728	20	8	3000844950	2781392730	127399866	0.9134	0.8551	0.9486	28	11	1773875330	1507052310	198416276.0	0.9259	0.9003	0.9454	14	7	169858010	398843924.0	63981128	0.8461	0.7896	0.8883
